,File,Participant,ndarray,Segment,State
457,NonOverlap20080528SW_Segment_7_wake.mat,20080528SW,"[[ 1.         -0.36890244 -0.4230222  ... -0.44865626 -0.28513795
  -0.5097747 ]
 [-0.36890244  1.          0.35871643 ...  0.5387187   0.45541584
   0.6596236 ]
 [-0.4230222   0.35871643  1.         ...  0.4891898   0.09731832
   0.3331943 ]
 ...
 [-0.44865626  0.5387187   0.4891898  ...  1.          0.3783651
   0.560758  ]
 [-0.28513795  0.45541584  0.09731832 ...  0.3783651   1.
   0.42353627]
 [-0.5097747   0.6596236   0.3331943  ...  0.560758    0.42353627
   1.        ]]",7,Wake
458,NonOverlap20080528SW_Segment_8_wake.mat,20080528SW,"[[ 1.         -0.6211194   0.2563129  ... -0.10709594 -0.0788039
  -0.34902096]
 [-0.6211194   1.         -0.02438259 ... -0.22014715  0.36874416
   0.5265242 ]
 [ 0.2563129  -0.02438259  1.         ... -0.21932204  0.28833032
  -0.05429433]
 ...
 [-0.10709594 -0.22014715 -0.21932204 ...  1.         -0.09699152
  -0.02177202]
 [-0.0788039   0.36874416  0.28833032 ... -0.09699152  1.
   0.18109371]
 [-0.34902096  0.5265242  -0.05429433 ... -0.02177202  0.18109371
   1.        ]]",8,Wake
459,NonOverlap20080617AB_Segment_1_wake.mat,20080617AB,"[[ 1.         -0.18934199 -0.21804285 ... -0.17834425 -0.28315336
  -0.32388008]
 [-0.18934199  1.          0.27135113 ... -0.17161617  0.18473746
   0.17461659]
 [-0.21804285  0.27135113  1.         ...  0.39953494  0.1752426
   0.40758643]
 ...
 [-0.17834425 -0.17161617  0.39953494 ...  1.         -0.07546782
   0.43294758]
 [-0.28315336  0.18473746  0.1752426  ... -0.07546782  1.
  -0.1492433 ]
 [-0.32388008  0.17461659  0.40758643 ...  0.43294758 -0.1492433
   1.        ]]",1,Wake
460,NonOverlap20080617AB_Segment_2_wake.mat,20080617AB,"[[ 1.         -0.00192349 -0.45940617 ... -0.3905539  -0.25908804
  -0.24886428]
 [-0.00192349  1.          0.17954867 ... -0.15546684 -0.13822345
  -0.02043889]
 [-0.45940617  0.17954867  1.         ...  0.5403186   0.15114234
   0.39459276]
 ...
 [-0.3905539  -0.15546684  0.5403186  ...  1.         -0.01530239
   0.09489511]
 [-0.25908804 -0.13822345  0.15114234 ... -0.01530239  1.
   0.08604974]
 [-0.24886428 -0.02043889  0.39459276 ...  0.09489511  0.08604974
   1.        ]]",2,Wake
461,NonOverlap20080617AB_Segment_3_wake.mat,20080617AB,"[[ 1.         -0.30852702 -0.754562   ...  0.28773794 -0.29077113
  -0.06718613]
 [-0.30852702  1.          0.08727463 ... -0.34093928  0.01769805
   0.15321895]
 [-0.754562    0.08727463  1.         ... -0.00518087  0.53486264
  -0.01316085]
 ...
 [ 0.28773794 -0.34093928 -0.00518087 ...  1.         -0.08941464
   0.41479018]
 [-0.29077113  0.01769805  0.53486264 ... -0.08941464  1.
  -0.35715997]
 [-0.06718613  0.15321895 -0.01316085 ...  0.41479018 -0.35715997
   1.        ]]",3,Wake
462,NonOverlap20080624NK_Segment_1_wake.mat,20080624NK,"[[ 1.         -0.02914447 -0.33887374 ...  0.10124655 -0.01361132
  -0.18553522]
 [-0.02914447  1.         -0.13531229 ... -0.08178763  0.00441673
  -0.02512616]
 [-0.33887374 -0.13531229  1.         ...  0.05202847  0.04574358
   0.03748783]
 ...
 [ 0.10124655 -0.08178763  0.05202847 ...  1.         -0.12472826
   0.33913922]
 [-0.01361132  0.00441673  0.04574358 ... -0.12472826  1.
   0.1331448 ]
 [-0.18553522 -0.02512616  0.03748783 ...  0.33913922  0.1331448
   1.        ]]",1,Wake
463,NonOverlap20080624NK_Segment_2_wake.mat,20080624NK,"[[ 1.         -0.3466364  -0.10873483 ...  0.17439319  0.10218117
  -0.2606157 ]
 [-0.3466364   1.          0.14366588 ... -0.2943974  -0.09882
   0.37940085]
 [-0.10873483  0.14366588  1.         ...  0.04993283  0.15106353
   0.1233124 ]
 ...
 [ 0.17439319 -0.2943974   0.04993283 ...  1.          0.15485618
   0.29226056]
 [ 0.10218117 -0.09882     0.15106353 ...  0.15485618  1.
   0.11728529]
 [-0.2606157   0.37940085  0.1233124  ...  0.29226056  0.11728529
   1.        ]]",2,Wake
464,NonOverlap20080624NK_Segment_3_wake.mat,20080624NK,"[[ 1.         -0.45184338  0.12932801 ... -0.12642714  0.0400663
  -0.5204613 ]
 [-0.45184338  1.         -0.03270782 ...  0.10359235  0.02871433
   0.02956474]
 [ 0.12932801 -0.03270782  1.         ... -0.266791   -0.23000312
  -0.19134396]
 ...
 [-0.12642714  0.10359235 -0.266791   ...  1.         -0.17097123
  -0.24228632]
 [ 0.0400663   0.02871433 -0.23000312 ... -0.17097123  1.
   0.0548084 ]
 [-0.5204613   0.02956474 -0.19134396 ... -0.24228632  0.0548084
   1.        ]]",3,Wake
465,NonOverlap20080624NK_Segment_4_wake.mat,20080624NK,"[[ 1.         -0.18440579  0.19372697 ... -0.08184122 -0.10294925
   0.00734499]
 [-0.18440579  1.          0.04403583 ... -0.21003555  0.5332968
   0.3363238 ]
 [ 0.19372697  0.04403583  1.         ... -0.03752894  0.04228725
  -0.3237099 ]
 ...
 [-0.08184122 -0.21003555 -0.03752894 ...  1.          0.07043847
  -0.3073211 ]
 [-0.10294925  0.5332968   0.04228725 ...  0.07043847  1.
   0.0883066 ]
 [ 0.00734499  0.3363238  -0.3237099  ... -0.3073211   0.0883066
   1.        ]]",4,Wake
466,NonOverlap20080624NK_Segment_5_wake.mat,20080624NK,"[[ 1.          0.03370087  0.11722748 ... -0.1118993  -0.05653833
  -0.2636457 ]
 [ 0.03370087  1.          0.38127613 ... -0.01233311 -0.17895415
  -0.00472054]
 [ 0.11722748  0.38127613  1.         ...  0.33465454  0.23934543
   0.03142686]
 ...
 [-0.1118993  -0.01233311  0.33465454 ...  1.         -0.07785282
   0.36436048]
 [-0.05653833 -0.17895415  0.23934543 ... -0.07785282  1.
  -0.32029417]
 [-0.2636457  -0.00472054  0.03142686 ...  0.36436048 -0.32029417
   1.        ]]",5,Wake
467,NonOverlap20080624NK_Segment_6_wake.mat,20080624NK,"[[ 1.         -0.14098836 -0.1104191  ... -0.10270735 -0.24753985
  -0.09684423]
 [-0.14098836  1.          0.20149182 ... -0.06106185  0.07884674
  -0.39770767]
 [-0.1104191   0.20149182  1.         ...  0.00837666  0.28378385
  -0.08916607]
 ...
 [-0.10270735 -0.06106185  0.00837666 ...  1.          0.09546924
   0.2373864 ]
 [-0.24753985  0.07884674  0.28378385 ...  0.09546924  1.
  -0.04994928]
 [-0.09684423 -0.39770767 -0.08916607 ...  0.2373864  -0.04994928
   1.        ]]",6,Wake
468,NonOverlap20080624NK_Segment_7_wake.mat,20080624NK,"[[ 1.         -0.06989665  0.00582909 ... -0.27219352  0.2794446
  -0.02827628]
 [-0.06989665  1.          0.5638905  ...  0.39363956 -0.03842086
  -0.14143938]
 [ 0.00582909  0.5638905   1.         ...  0.02647541  0.23447707
  -0.20600635]
 ...
 [-0.27219352  0.39363956  0.02647541 ...  1.         -0.16966292
  -0.06488138]
 [ 0.2794446  -0.03842086  0.23447707 ... -0.16966292  1.
   0.0521687 ]
 [-0.02827628 -0.14143938 -0.20600635 ... -0.06488138  0.0521687
   1.        ]]",7,Wake
469,NonOverlap20080624NK_Segment_8_wake.mat,20080624NK,"[[ 1.          0.0366464  -0.24726664 ... -0.00678058 -0.37564036
  -0.18810783]
 [ 0.0366464   1.          0.37359947 ... -0.4628997  -0.3210855
   0.04307134]
 [-0.24726664  0.37359947  1.         ... -0.3837942  -0.07109338
   0.09329158]
 ...
 [-0.00678058 -0.4628997  -0.3837942  ...  1.          0.17907062
   0.00950864]
 [-0.37564036 -0.3210855  -0.07109338 ...  0.17907062  1.
   0.35010076]
 [-0.18810783  0.04307134  0.09329158 ...  0.00950864  0.35010076
   1.        ]]",8,Wake
470,NonOverlap20080624NK_Segment_9_wake.mat,20080624NK,"[[ 1.         -0.3128929   0.00955899 ... -0.06353949  0.10007507
  -0.13570954]
 [-0.3128929   1.         -0.17406943 ...  0.19734803 -0.0554666
   0.1524525 ]
 [ 0.00955899 -0.17406943  1.         ...  0.01890838 -0.09032072
   0.00487242]
 ...
 [-0.06353949  0.19734803  0.01890838 ...  1.          0.15304676
   0.05085004]
 [ 0.10007507 -0.0554666  -0.09032072 ...  0.15304676  1.
  -0.14996183]
 [-0.13570954  0.1524525   0.00487242 ...  0.05085004 -0.14996183
   1.        ]]",9,Wake
471,NonOverlap20080625AJ_Segment_1_wake.mat,20080625AJ,"[[ 1.         -0.04205527 -0.2606967  ...  0.00537112 -0.42674828
   0.13333035]
 [-0.04205527  1.          0.08637019 ...  0.18238568  0.0754724
   0.6274664 ]
 [-0.2606967   0.08637019  1.         ...  0.08794808  0.237211
  -0.09227666]
 ...
 [ 0.00537112  0.18238568  0.08794808 ...  1.         -0.05596697
   0.3588981 ]
 [-0.42674828  0.0754724   0.237211   ... -0.05596697  1.
  -0.12171681]
 [ 0.13333035  0.6274664  -0.09227666 ...  0.3588981  -0.12171681
   1.        ]]",1,Wake
472,NonOverlap20080625AJ_Segment_2_wake.mat,20080625AJ,"[[ 1.          0.35134947  0.10803815 ...  0.03689643 -0.35427755
   0.45073903]
 [ 0.35134947  1.          0.05437221 ... -0.17359746 -0.52815557
  -0.19660266]
 [ 0.10803815  0.05437221  1.         ...  0.13102008 -0.13080141
   0.24773146]
 ...
 [ 0.03689643 -0.17359746  0.13102008 ...  1.         -0.2705079
   0.27934423]
 [-0.35427755 -0.52815557 -0.13080141 ... -0.2705079   1.
  -0.03699978]
 [ 0.45073903 -0.19660266  0.24773146 ...  0.27934423 -0.03699978
   1.        ]]",2,Wake
473,NonOverlap20080702JS_Segment_1_wake.mat,20080702JS,"[[ 1.         -0.34078735 -0.2579715  ...  0.21779582  0.2969003
  -0.37052155]
 [-0.34078735  1.          0.32482708 ...  0.08530749 -0.05752906
  -0.07486272]
 [-0.2579715   0.32482708  1.         ...  0.11165141 -0.16006958
   0.12578268]
 ...
 [ 0.21779582  0.08530749  0.11165141 ...  1.          0.35008267
   0.22737429]
 [ 0.2969003  -0.05752906 -0.16006958 ...  0.35008267  1.
   0.00622089]
 [-0.37052155 -0.07486272  0.12578268 ...  0.22737429  0.00622089
   1.        ]]",1,Wake
474,NonOverlap20080702JS_Segment_2_wake.mat,20080702JS,"[[ 1.         -0.77232563 -0.2576216  ...  0.3326217   0.25637865
  -0.12092972]
 [-0.77232563  1.          0.13541391 ... -0.39402956 -0.22273946
   0.09776146]
 [-0.2576216   0.13541391  1.         ...  0.03617437  0.03032942
   0.06162551]
 ...
 [ 0.3326217  -0.39402956  0.03617437 ...  1.          0.75580144
   0.09888412]
 [ 0.25637865 -0.22273946  0.03032942 ...  0.75580144  1.
   0.24457923]
 [-0.12092972  0.09776146  0.06162551 ...  0.09888412  0.24457923
   1.        ]]",2,Wake
475,NonOverlap20080702JS_Segment_3_wake.mat,20080702JS,"[[ 1.         -0.11811326  0.1495499  ... -0.23819447  0.11627879
   0.16493733]
 [-0.11811326  1.          0.11235728 ... -0.01884167 -0.49718595
  -0.15505727]
 [ 0.1495499   0.11235728  1.         ... -0.21781029 -0.4318695
  -0.07666606]
 ...
 [-0.23819447 -0.01884167 -0.21781029 ...  1.         -0.13007554
   0.48162496]
 [ 0.11627879 -0.49718595 -0.4318695  ... -0.13007554  1.
   0.07108343]
 [ 0.16493733 -0.15505727 -0.07666606 ...  0.48162496  0.07108343
   1.        ]]",3,Wake
476,NonOverlap20080702JS_Segment_4_wake.mat,20080702JS,"[[ 1.          0.1717619  -0.32578143 ... -0.26073378 -0.3716461
  -0.25537086]
 [ 0.1717619   1.          0.09314574 ... -0.15446523 -0.3580043
   0.24042135]
 [-0.32578143  0.09314574  1.         ... -0.0433909  -0.0768723
  -0.20281947]
 ...
 [-0.26073378 -0.15446523 -0.0433909  ...  1.          0.5614978
   0.19157635]
 [-0.3716461  -0.3580043  -0.0768723  ...  0.5614978   1.
   0.28005517]
 [-0.25537086  0.24042135 -0.20281947 ...  0.19157635  0.28005517
   1.        ]]",4,Wake
477,NonOverlap20080702JS_Segment_5_wake.mat,20080702JS,"[[ 1.         -0.03769305  0.29260826 ... -0.12268762  0.1275523
   0.04119959]
 [-0.03769305  1.          0.5062067  ... -0.2628952  -0.0966867
   0.23744883]
 [ 0.29260826  0.5062067   1.         ... -0.543022   -0.19373241
   0.14010186]
 ...
 [-0.12268762 -0.2628952  -0.543022   ...  1.         -0.04071166
  -0.10836209]
 [ 0.1275523  -0.0966867  -0.19373241 ... -0.04071166  1.
  -0.01726347]
 [ 0.04119959  0.23744883  0.14010186 ... -0.10836209 -0.01726347
   1.        ]]",5,Wake
478,NonOverlap20080702JS_Segment_6_wake.mat,20080702JS,"[[ 1.00000000e+00 -3.84224020e-02 -7.85865933e-02 ...  1.98412389e-01
  -2.55491465e-01  2.48733193e-01]
 [-3.84224020e-02  1.00000000e+00  5.93861751e-02 ... -5.36100379e-05
   2.50805438e-01 -2.94216946e-02]
 [-7.85865933e-02  5.93861751e-02  1.00000000e+00 ...  6.84127659e-02
   4.21266317e-01  3.13283861e-01]
 ...
 [ 1.98412389e-01 -5.36100379e-05  6.84127659e-02 ...  1.00000000e+00
   1.22425474e-01  4.21894550e-01]
 [-2.55491465e-01  2.50805438e-01  4.21266317e-01 ...  1.22425474e-01
   1.00000000e+00 -1.62969250e-02]
 [ 2.48733193e-01 -2.94216946e-02  3.13283861e-01 ...  4.21894550e-01
  -1.62969250e-02  1.00000000e+00]]",6,Wake
479,NonOverlap20080702JS_Segment_7_wake.mat,20080702JS,"[[ 1.         -0.13630113 -0.0321086  ... -0.10142897  0.25060079
   0.12238623]
 [-0.13630113  1.          0.27717817 ... -0.18063232 -0.36128968
  -0.4133464 ]
 [-0.0321086   0.27717817  1.         ... -0.01472858 -0.13841033
  -0.1012723 ]
 ...
 [-0.10142897 -0.18063232 -0.01472858 ...  1.         -0.14317198
   0.21976194]
 [ 0.25060079 -0.36128968 -0.13841033 ... -0.14317198  1.
   0.11244268]
 [ 0.12238623 -0.4133464  -0.1012723  ...  0.21976194  0.11244268
   1.        ]]",7,Wake
480,NonOverlap20080702JS_Segment_8_wake.mat,20080702JS,"[[ 1.         -0.24441084 -0.31748623 ...  0.00211397  0.169817
  -0.24479084]
 [-0.24441084  1.          0.01294481 ... -0.14963882 -0.08692911
  -0.12026818]
 [-0.31748623  0.01294481  1.         ... -0.13225953 -0.1700595
   0.2562745 ]
 ...
 [ 0.00211397 -0.14963882 -0.13225953 ...  1.          0.12729923
   0.21934845]
 [ 0.169817   -0.08692911 -0.1700595  ...  0.12729923  1.
  -0.15547872]
 [-0.24479084 -0.12026818  0.2562745  ...  0.21934845 -0.15547872
   1.        ]]",8,Wake
481,NonOverlap20080702JS_Segment_9_wake.mat,20080702JS,"[[ 1.          0.11143178  0.34814048 ...  0.01300566 -0.19564354
  -0.2686694 ]
 [ 0.11143178  1.          0.2994797  ... -0.4984458  -0.17190306
  -0.26165137]
 [ 0.34814048  0.2994797   1.         ...  0.03111118 -0.05650489
   0.03313525]
 ...
 [ 0.01300566 -0.4984458   0.03111118 ...  1.          0.1798482
   0.3621539 ]
 [-0.19564354 -0.17190306 -0.05650489 ...  0.1798482   1.
   0.38708678]
 [-0.2686694  -0.26165137  0.03313525 ...  0.3621539   0.38708678
   1.        ]]",9,Wake
482,NonOverlap20080702JS_Segment_10_wake.mat,20080702JS,"[[ 1.         -0.03001251  0.5225962  ...  0.23208705 -0.00288554
  -0.04778413]
 [-0.03001251  1.          0.10389229 ... -0.23225272 -0.04014552
   0.12132906]
 [ 0.5225962   0.10389229  1.         ... -0.18276936  0.24807948
  -0.12483896]
 ...
 [ 0.23208705 -0.23225272 -0.18276936 ...  1.         -0.10922297
   0.11300483]
 [-0.00288554 -0.04014552  0.24807948 ... -0.10922297  1.
  -0.28852147]
 [-0.04778413  0.12132906 -0.12483896 ...  0.11300483 -0.28852147
   1.        ]]",10,Wake
483,NonOverlap20080702JS_Segment_11_wake.mat,20080702JS,"[[ 1.         -0.37498295 -0.25187412 ...  0.45390552  0.35358065
  -0.06150462]
 [-0.37498295  1.         -0.28213605 ... -0.32769352  0.13795346
   0.2330377 ]
 [-0.25187412 -0.28213605  1.         ... -0.01149387 -0.32471505
  -0.31862086]
 ...
 [ 0.45390552 -0.32769352 -0.01149387 ...  1.          0.19994706
   0.27218693]
 [ 0.35358065  0.13795346 -0.32471505 ...  0.19994706  1.
   0.00334336]
 [-0.06150462  0.2330377  -0.31862086 ...  0.27218693  0.00334336
   1.        ]]",11,Wake
484,NonOverlap20080702JS_Segment_12_wake.mat,20080702JS,"[[ 1.          0.1076541  -0.26024508 ...  0.03362114 -0.47637516
   0.01690461]
 [ 0.1076541   1.          0.06918991 ...  0.07114038 -0.34818625
  -0.24472693]
 [-0.26024508  0.06918991  1.         ...  0.13982666  0.17281039
  -0.3080241 ]
 ...
 [ 0.03362114  0.07114038  0.13982666 ...  1.          0.14275435
   0.0312538 ]
 [-0.47637516 -0.34818625  0.17281039 ...  0.14275435  1.
   0.01129   ]
 [ 0.01690461 -0.24472693 -0.3080241  ...  0.0312538   0.01129
   1.        ]]",12,Wake
485,NonOverlap20080702JS_Segment_13_wake.mat,20080702JS,"[[ 1.         -0.15613435 -0.15215077 ...  0.16173632 -0.11659177
   0.4447655 ]
 [-0.15613435  1.         -0.01715575 ... -0.00345483 -0.17763217
  -0.15088949]
 [-0.15215077 -0.01715575  1.         ... -0.10667003  0.23064925
  -0.02339186]
 ...
 [ 0.16173632 -0.00345483 -0.10667003 ...  1.          0.13381821
   0.09283715]
 [-0.11659177 -0.17763217  0.23064925 ...  0.13381821  1.
  -0.2384463 ]
 [ 0.4447655  -0.15088949 -0.02339186 ...  0.09283715 -0.2384463
   1.        ]]",13,Wake
486,NonOverlap20080716HE_Segment_1_wake.mat,20080716HE,"[[ 1.         -0.45131448  0.2278398  ... -0.33836347 -0.24538267
  -0.14966375]
 [-0.45131448  1.         -0.14166014 ...  0.2880093  -0.48425078
   0.20346701]
 [ 0.2278398  -0.14166014  1.         ... -0.11843344  0.16058117
   0.09597351]
 ...
 [-0.33836347  0.2880093  -0.11843344 ...  1.         -0.16826776
   0.25571293]
 [-0.24538267 -0.48425078  0.16058117 ... -0.16826776  1.
  -0.24300152]
 [-0.14966375  0.20346701  0.09597351 ...  0.25571293 -0.24300152
   1.        ]]",1,Wake
487,NonOverlap20080716HE_Segment_2_wake.mat,20080716HE,"[[ 1.         -0.65852743 -0.20372036 ... -0.5269889   0.13118468
  -0.06728603]
 [-0.65852743  1.          0.3787057  ...  0.4152163  -0.37229854
   0.04428334]
 [-0.20372036  0.3787057   1.         ...  0.3851438  -0.47070944
   0.17240316]
 ...
 [-0.5269889   0.4152163   0.3851438  ...  1.         -0.32061094
   0.48970437]
 [ 0.13118468 -0.37229854 -0.47070944 ... -0.32061094  1.
  -0.2894578 ]
 [-0.06728603  0.04428334  0.17240316 ...  0.48970437 -0.2894578
   1.        ]]",2,Wake
488,NonOverlap20080716HE_Segment_3_wake.mat,20080716HE,"[[ 1.         -0.5392461   0.25767764 ... -0.2528271  -0.40906113
   0.25782183]
 [-0.5392461   1.         -0.21601275 ...  0.21478364  0.15286142
  -0.13303971]
 [ 0.25767764 -0.21601275  1.         ...  0.01739151 -0.27304545
   0.24142313]
 ...
 [-0.2528271   0.21478364  0.01739151 ...  1.         -0.40972704
   0.6167769 ]
 [-0.40906113  0.15286142 -0.27304545 ... -0.40972704  1.
  -0.47580725]
 [ 0.25782183 -0.13303971  0.24142313 ...  0.6167769  -0.47580725
   1.        ]]",3,Wake
489,NonOverlap20080716HE_Segment_4_wake.mat,20080716HE,"[[ 1.         -0.64376473 -0.34801254 ... -0.21686062 -0.41813028
  -0.00197361]
 [-0.64376473  1.          0.35352296 ...  0.21682793  0.18331349
   0.22974321]
 [-0.34801254  0.35352296  1.         ...  0.7546102  -0.24417219
   0.48930645]
 ...
 [-0.21686062  0.21682793  0.7546102  ...  1.         -0.22053275
   0.43780178]
 [-0.41813028  0.18331349 -0.24417219 ... -0.22053275  1.
  -0.3684966 ]
 [-0.00197361  0.22974321  0.48930645 ...  0.43780178 -0.3684966
   1.        ]]",4,Wake
490,NonOverlap20080716HE_Segment_5_wake.mat,20080716HE,"[[ 1.         -0.58550286 -0.4040264  ... -0.30150834 -0.03208604
   0.06009988]
 [-0.58550286  1.          0.16440704 ...  0.02052372 -0.15532829
  -0.19670913]
 [-0.4040264   0.16440704  1.         ...  0.14991614  0.07925249
   0.01328107]
 ...
 [-0.30150834  0.02052372  0.14991614 ...  1.         -0.12389866
   0.44700015]
 [-0.03208604 -0.15532829  0.07925249 ... -0.12389866  1.
  -0.4074555 ]
 [ 0.06009988 -0.19670913  0.01328107 ...  0.44700015 -0.4074555
   1.        ]]",5,Wake
491,NonOverlap20080716HE_Segment_6_wake.mat,20080716HE,"[[ 1.         -0.05930185  0.00424299 ...  0.05494338 -0.25217164
  -0.05079814]
 [-0.05930185  1.          0.06304293 ...  0.00509441 -0.33043504
   0.04671336]
 [ 0.00424299  0.06304293  1.         ...  0.4170772  -0.02540563
   0.32746303]
 ...
 [ 0.05494338  0.00509441  0.4170772  ...  1.         -0.04405044
   0.6757629 ]
 [-0.25217164 -0.33043504 -0.02540563 ... -0.04405044  1.
  -0.21069598]
 [-0.05079814  0.04671336  0.32746303 ...  0.6757629  -0.21069598
   1.        ]]",6,Wake
492,NonOverlap20080716HE_Segment_7_wake.mat,20080716HE,"[[ 1.         -0.1558761   0.1296418  ... -0.2587698  -0.57931817
  -0.08140302]
 [-0.1558761   1.          0.26980796 ... -0.07212195 -0.00426525
  -0.28021422]
 [ 0.1296418   0.26980796  1.         ... -0.0560587  -0.1357379
  -0.6300827 ]
 ...
 [-0.2587698  -0.07212195 -0.0560587  ...  1.          0.21787927
   0.39170653]
 [-0.57931817 -0.00426525 -0.1357379  ...  0.21787927  1.
   0.21240062]
 [-0.08140302 -0.28021422 -0.6300827  ...  0.39170653  0.21240062
   1.        ]]",7,Wake
493,NonOverlap20080716HE_Segment_8_wake.mat,20080716HE,"[[ 1.         -0.00866579  0.18730839 ... -0.34026253 -0.30848935
   0.04919916]
 [-0.00866579  1.          0.5180523  ...  0.43635798 -0.23035136
   0.22895914]
 [ 0.18730839  0.5180523   1.         ... -0.0657568  -0.25044847
  -0.19316262]
 ...
 [-0.34026253  0.43635798 -0.0657568  ...  1.          0.00224186
   0.5725379 ]
 [-0.30848935 -0.23035136 -0.25044847 ...  0.00224186  1.
  -0.375443  ]
 [ 0.04919916  0.22895914 -0.19316262 ...  0.5725379  -0.375443
   1.        ]]",8,Wake
494,NonOverlap20080716HE_Segment_9_wake.mat,20080716HE,"[[ 1.         -0.13015406 -0.01265282 ... -0.40685079 -0.35851917
   0.32035577]
 [-0.13015406  1.          0.1491494  ...  0.13529027  0.0362539
   0.15473796]
 [-0.01265282  0.1491494   1.         ...  0.0981845  -0.4760633
   0.0069902 ]
 ...
 [-0.40685079  0.13529027  0.0981845  ...  1.          0.02813762
   0.40408993]
 [-0.35851917  0.0362539  -0.4760633  ...  0.02813762  1.
  -0.30004516]
 [ 0.32035577  0.15473796  0.0069902  ...  0.40408993 -0.30004516
   1.        ]]",9,Wake
495,NonOverlap20080716HE_Segment_10_wake.mat,20080716HE,"[[ 1.         -0.37605864 -0.20353347 ... -0.282467    0.05763554
  -0.3309071 ]
 [-0.37605864  1.         -0.1592609  ...  0.11006223 -0.37239215
   0.29878038]
 [-0.20353347 -0.1592609   1.         ...  0.50722146  0.13522907
   0.2534515 ]
 ...
 [-0.282467    0.11006223  0.50722146 ...  1.         -0.17212135
   0.71545804]
 [ 0.05763554 -0.37239215  0.13522907 ... -0.17212135  1.
  -0.24978721]
 [-0.3309071   0.29878038  0.2534515  ...  0.71545804 -0.24978721
   1.        ]]",10,Wake
496,NonOverlap20080716HE_Segment_11_wake.mat,20080716HE,"[[ 1.         -0.41688085 -0.51375604 ... -0.55243236 -0.00246041
  -0.42692375]
 [-0.41688085  1.          0.64895123 ...  0.3276738  -0.01525558
  -0.04563019]
 [-0.51375604  0.64895123  1.         ...  0.51149195 -0.22383446
   0.18733156]
 ...
 [-0.55243236  0.3276738   0.51149195 ...  1.         -0.280724
   0.5874673 ]
 [-0.00246041 -0.01525558 -0.22383446 ... -0.280724    1.
  -0.44167626]
 [-0.42692375 -0.04563019  0.18733156 ...  0.5874673  -0.44167626
   1.        ]]",11,Wake
497,NonOverlap20080716HE_Segment_12_wake.mat,20080716HE,"[[ 1.         -0.2647327  -0.19949454 ... -0.22255503 -0.20877878
  -0.15643749]
 [-0.2647327   1.          0.13552053 ...  0.04945755  0.03707079
   0.28549212]
 [-0.19949454  0.13552053  1.         ...  0.4963533  -0.40511742
   0.55673397]
 ...
 [-0.22255503  0.04945755  0.4963533  ...  1.          0.07157482
   0.69040024]
 [-0.20877878  0.03707079 -0.40511742 ...  0.07157482  1.
  -0.10744762]
 [-0.15643749  0.28549212  0.55673397 ...  0.69040024 -0.10744762
   1.        ]]",12,Wake
498,NonOverlap20080716HE_Segment_13_wake.mat,20080716HE,"[[ 1.         -0.30528724 -0.3985046  ... -0.5863565   0.18650821
  -0.5297015 ]
 [-0.30528724  1.          0.4049883  ... -0.03694703 -0.08299176
   0.01638079]
 [-0.3985046   0.4049883   1.         ...  0.25332966 -0.24936493
   0.36289132]
 ...
 [-0.5863565  -0.03694703  0.25332966 ...  1.         -0.29041147
   0.5946866 ]
 [ 0.18650821 -0.08299176 -0.24936493 ... -0.29041147  1.
  -0.46655375]
 [-0.5297015   0.01638079  0.36289132 ...  0.5946866  -0.46655375
   1.        ]]",13,Wake
